      1   -2.6420395   -0.2448384   -1.5619715
      2   -2.7230527   -0.1716314   -1.6402187
      3   -2.6715839   -0.2025457   -1.4052235
      4   -2.5775878   -0.1369877   -1.5230134
      5   -2.5961852   -0.1142120   -1.8379430
      6   -2.7385793   -0.2850934   -1.5574318
      7   -2.7750564   -0.2396697   -1.5956584
      8   -2.7386863   -0.1572079   -1.6500852
      9   -2.5381854   -0.0795246   -1.6278818
     10   -2.6335535   -0.1679778   -1.4084786
     11   -2.6399968   -0.2875266   -1.6050487
     12   -2.6293552   -0.2351560   -1.6900061
     13   -2.6078076   -0.1895612   -1.4371798
     14   -2.9036801   -0.2351621   -1.5205612
     15   -2.7651880   -0.1547856   -1.4960392
     16   -2.7400157   -0.1562673   -1.5541339
     17   -2.8457093   -0.2855293   -1.5831550
     18   -2.7087333   -0.2420901   -1.6137502
     19   -2.7738996   -0.2495426   -1.6187952
     20   -2.6878848   -0.1859740   -1.5152420
     21   -2.7726004   -0.2949494   -1.4564620
     22   -2.8100083   -0.2686216   -1.4457732
     23   -2.6681397   -0.2258197   -1.4270612
     24   -2.6972389   -0.2928251   -1.4313856
     25   -2.6873262   -0.1732557   -1.7736406
     26   -2.6375041   -0.1966232   -1.5802325
     27   -2.7452531   -0.1633776   -1.4648030
     28   -2.6322408   -0.1557753   -1.3466563
     29   -2.5058300   -0.0697263   -1.3201388
     30   -2.5596681   -0.1057223   -1.2504846
     31   -2.5297811   -0.2124468   -1.2661061
     32   -2.4972560   -0.0780189   -1.4959111
     33   -2.6033902   -0.0962389   -1.4027056
     34   -2.5355053   -0.1783535   -1.3508179
     35   -2.6228850   -0.2941394   -1.3463887
     36   -2.5565491   -0.1890554   -1.3630661
     37   -2.6927295   -0.1768584   -1.5156622
     38   -2.8620312   -0.2236687   -1.3635556
     39   -2.7512410   -0.2548342   -1.4279091
     40   -2.8889298   -0.2590076   -1.4427562
     41   -2.9364412   -0.2563415   -1.4656392
     42   -2.5237234   -0.3402001   -1.6657716
     43   -2.7450085   -0.3135898   -1.5527793
     44   -2.7049003   -0.3308328   -1.4723778
     45   -2.6872749   -0.2986673   -1.5382819
     46   -2.8051784   -0.1940834   -1.4280300
     47   -2.9063907   -0.2333409   -1.1575463
     48   -2.8137045   -0.2665874   -1.3209776
     49   -2.7003386   -0.2172696   -1.4158338
     50   -2.9095924   -0.2465140   -1.2650353
     51   -2.7476163   -0.2385360   -1.4041229
     52   -2.7471917   -0.3036630   -1.4588599
     53   -2.6908307   -0.5227256   -1.4985884
     54   -2.7015507   -0.3157073   -1.4150602
     55   -2.5931344   -0.2146379   -1.2875141
     56   -2.5167596   -0.2134636   -1.4911883
     57   -2.6246378   -0.2121271   -1.2078007
     58   -2.6087151   -0.2007657   -1.3281856
     59   -2.4753547   -0.5191461   -1.3166558
     60   -2.6607404   -0.1611175   -1.2340041
     61   -2.6766105   -0.1951553   -1.3184533
     62   -2.5500150   -0.1945721   -1.2097838
     63   -2.5737479   -0.1244905   -1.2253307
     64   -2.4425852   -0.0344184   -1.2474498
     65   -2.4921472   -0.1028948   -1.3447568
     66   -2.5283353   -0.0897626   -1.2996877
     67   -2.3222420    0.0005725   -1.1620371
     68   -2.4648740   -0.1480144   -1.0075084
     69   -2.4945641   -0.1680293   -1.1395708
     70   -2.5194745   -0.1383508   -1.2113445
     71   -2.6070316   -0.2880143   -1.2230592
     72   -2.5589309   -0.1189279   -1.4908179
     73   -2.7489007   -0.1968701   -1.1071837
     74   -2.6470344   -0.2329533   -1.5175735
     75   -2.7613823   -0.2138414   -1.3706957
     76   -2.5904374   -0.2335138   -1.3690195
     77   -2.6956115   -0.2158146   -1.3477967
     78   -2.5811696   -0.3094858   -1.3006258
     79   -2.7126479   -0.1816744   -1.1703383
     80   -2.2450464   -0.0497642   -1.1060359
     81   -2.6295853   -0.2980486   -1.2955494
     82   -2.5372248   -0.1082164   -1.2435986
     83   -2.6118505   -0.1215819   -1.2370770
     84   -2.4526877   -0.2465588   -1.2911514
     85   -2.6407897   -0.3476855   -1.2142162
     86   -2.5720584   -0.1208947   -1.3677464
     87   -2.6729035   -0.1814009   -1.3243951
     88   -2.7111225   -0.3586355   -1.2479544
     89   -2.4866228   -0.2442560   -1.0910441
     90   -2.6658561   -0.2103508   -1.1013672
     91   -2.6506286   -0.1924342   -1.0875126
     92   -2.6433587   -0.1997660   -0.9976291
     93   -2.7353270   -0.2196727   -1.1102495
     94   -2.5363715   -0.0930784   -0.9990756
     95   -2.5426269   -0.3182879   -1.3000240
     96   -2.5750346   -0.3215945   -1.2585899
     97   -2.5766728   -0.3903788   -1.3645134
     98   -2.5701036   -0.2714575   -1.3944656
     99   -2.5618262   -0.1532784   -1.2616632
    100   -2.5563786   -0.2074091   -1.4374633
    101   -2.4776721   -0.2146138   -1.4649537
    102   -2.5433211   -0.1550538   -1.3423933
    103   -2.6014888   -0.1411512   -1.1548769
    104   -2.4179637   -0.1391543   -1.3717492
    105   -2.5523715   -0.1204177   -1.3365262
    106   -2.5714550   -0.1379210   -1.3318487
    107   -2.5382643   -0.1751724   -1.3718034
    108   -2.4193399   -0.0838497   -1.2704238
    109   -2.4192562   -0.1926048   -1.5214320
    110   -2.6077266   -0.2708156   -1.1874588
    111   -2.5434995   -0.2407377   -1.3758771
    112   -2.5194702   -0.2140734   -1.4861152
    113   -2.5625434   -0.2094321   -1.4042287
    114   -2.5421727   -0.1356549   -1.3692605
    115   -2.5257297   -0.3840254   -1.4978129
    116   -2.5036747   -0.1522694   -1.5313629
    117   -2.5308692   -0.2649465   -1.4976126
    118   -2.4647365   -0.1379142   -1.5871904
    119   -2.5554457   -0.2525743   -1.4788927
    120   -2.5646605   -0.2072295   -1.4251952
    121   -2.6268666   -0.2431078   -1.3408089
    122   -2.6622169   -0.2091105   -1.4020925
    123   -2.5175967   -0.1457980   -1.4126180
    124   -2.4276259   -0.1414473   -1.5091619
    125   -2.3281453   -0.0445730   -1.5847992
    126   -2.3769605   -0.0872594   -1.4210100
    127   -2.4598238   -0.1485183   -1.5690355
    128   -2.5439467   -0.1592593   -1.5607718
    129   -2.5295036   -0.2265404   -1.1999723
    130   -2.3089738   -0.0803370   -1.6003683
    131   -2.5650144   -0.2753509   -1.4169430
    132   -2.4318268   -0.1181670   -1.5216753
    133   -2.4109361   -0.1516214   -1.5541466
    134   -2.4218833   -0.1455435   -1.5621803
    135   -2.4727221   -0.1187075   -1.4546192
    136   -2.4804542   -0.1025029   -1.3351474
    137   -2.4633741   -0.1441075   -1.3592297
    138   -2.5436132   -0.1250750   -1.4670507
    139   -2.5006707   -0.2137217   -1.3017642
    140   -2.5458801   -0.1891997   -1.6636128
    141   -2.4907875   -0.2527995   -1.2914182
    142   -2.5417862   -0.2057512   -1.2411653
    143   -2.4007838   -0.2171562   -1.4335598
    144   -2.3977118   -0.2059298   -1.3817484
    145   -2.3471372   -0.1242137   -1.3686687
    146   -2.3152931   -0.0539629   -1.4192940
    147   -2.3439667   -0.1214467   -1.2326678
    148   -2.3668823   -0.1211310   -1.4635876
    149   -2.4093783   -0.1842068   -1.4933025
    150   -2.4269121   -0.1958979   -1.6148340
    151   -2.5792603   -0.1640185   -1.3670393
    152   -2.5672691   -0.2228290   -1.4694693
    153   -2.6162944   -0.2007031   -1.4235970
    154   -2.6531730   -0.2530342   -1.3199118
    155   -2.6199930   -0.1345776   -1.4422727
    156   -2.4862206   -0.1537255   -1.5859556
    157   -2.5986691   -0.1419404   -1.4862442
    158   -2.6641631   -0.1553856   -1.5191813
    159   -2.6590481   -0.2449601   -1.6613173
    160   -2.7726438   -0.2261914   -1.5857686
    161   -2.5062110   -0.0862762   -1.7271525
    162   -2.5185432   -0.1237247   -1.7452716
    163   -2.5239413   -0.1138960   -1.6813568
    164   -2.5469511   -0.0822629   -1.4628619
    165   -2.6009219   -0.1730454   -1.4837450
    166   -2.5381224   -0.1679087   -1.6102315
    167   -2.4896500   -0.2804022   -1.4490370
    168   -2.5337753   -0.1535614   -1.5769168
    169   -2.5935977   -0.2917918   -1.6046952
    170   -2.7515597   -0.3843012   -1.4880952
    171   -2.5156546   -0.4017785   -1.3639799
    172   -2.5863490   -0.3630907   -1.5627278
    173   -2.6477530   -0.2245830   -1.4509730
    174   -2.6410921   -0.2702722   -1.5155810
    175   -2.6415913   -0.3817601   -1.5631982
    176   -2.5623126   -0.3610695   -1.5924164
    177   -2.6160505   -0.3093817   -1.6048959
    178   -2.5685620   -0.2313848   -1.4971422
    179   -2.7218399   -0.3022664   -1.3967657
    180   -2.6708975   -0.2144617   -1.3595994
    181   -2.8040433   -0.2693607   -1.4598173
    182   -2.6623690   -0.4300348   -1.3624772
    183   -2.7183371   -0.2916765   -1.4666297
    184   -2.8108516   -0.2516455   -1.3751082
    185   -2.7211220   -0.2281433   -1.4741094
    186   -2.7748089   -0.2170217   -1.4102714
    187   -2.7534347   -0.2694135   -1.4566363
    188   -2.7790709   -0.2935689   -1.5719494
    189   -2.6590118   -0.2979905   -1.6549559
    190   -2.6563792   -0.2044708   -1.5296071
    191   -2.6672711   -0.2360350   -1.6223660
    192   -2.8018019   -0.2372577   -1.4888247
    193   -2.6501584   -0.2546798   -1.5072843
    194   -2.7472975   -0.2987142   -1.5455517
    195   -2.7085035   -0.2586438   -1.5028752
    196   -2.7035015   -0.2278408   -1.6129988
    197   -2.6398840   -0.2195121   -1.6375344
    198   -2.4927518   -0.1823736   -1.7297148
    199   -2.5893717   -0.1943251   -1.6449445
    200   -2.5343444   -0.2902062   -1.6988616
    201   -2.5381262   -0.1576351   -1.5781687
    202   -2.5853806   -0.1693614   -1.5655766
    203   -2.5435934   -0.2209293   -1.5669926
    204   -2.5164344   -0.2413203   -1.6149161
    205   -2.5498006   -0.1756494   -1.5462344
    206   -2.5555568   -0.1763646   -1.6736485
    207   -2.5849397   -0.1560016   -1.5632823
    208   -2.2958286   -0.0786515   -1.5859281
    209   -2.4384189   -0.1372227   -1.4659889
    210   -2.5984232   -0.1899814   -1.5446335
    211   -2.6817343   -0.1857993   -1.4130810
    212   -2.4717808   -0.1655099   -1.6888655
    213   -2.4634521   -0.3842927   -1.7042097
    214   -2.4609094   -0.3517518   -1.6671314
    215   -2.2936389   -0.5564086   -1.6623551
    216   -2.5406470   -0.6263142   -1.5311351
    217   -2.7334943   -0.5669738   -1.5300889
    218   -2.7776949   -0.2119934   -1.1677738
    219   -2.7066915   -0.3003447   -1.4492490
    220   -2.7878563   -0.3723152   -1.5098158
    221   -2.6476669   -0.2742292   -1.6680765
    222   -2.7083020   -0.2536258   -1.6472721
    223   -2.7451661   -0.3995152   -1.4701540
    224   -2.7119253   -0.2303527   -1.5302048
    225   -2.6695125   -0.2987372   -1.5112377
    226   -2.6916201   -0.2950094   -1.3953570
    227   -2.6910019   -0.2687098   -1.5061859
    228   -2.6738143   -0.2615167   -1.4616597
    229   -2.6451943   -0.3159029   -1.4497558
    230   -2.6608479   -0.3222007   -1.3614026
    231   -2.6729312   -0.3178612   -1.5303026
    232   -2.5551808   -0.4170452   -1.4528139
    233   -2.4932976   -0.2796937   -1.4670302
    234   -2.6503789   -0.2473625   -1.5053120
    235   -2.5605121   -0.3474938   -1.5119376
    236   -2.6462467   -0.2031400   -1.5111678
    237   -2.6393476   -0.3094594   -1.6290896
    238   -2.7610445   -0.2803724   -1.3429110
    239   -2.6110256   -0.2554248   -1.4320956
    240   -2.5473304   -0.3817304   -1.4640516
    241   -2.6525426   -0.1930044   -1.3471714
    242   -2.6221669   -0.2770644   -1.3508124
    243   -2.5705011   -0.1828839   -1.4478793
    244   -2.7836854   -0.3323644   -1.3925920
    245   -2.7441916   -0.2313972   -1.1816915
    246   -2.6918490   -0.1683595   -1.2130709
    247   -2.7283869   -0.1792748   -1.2976485
    248   -2.7371943   -0.2270889   -1.3105662
    249   -2.7024581   -0.2449917   -1.3690052
    250   -2.6610577   -0.3792386   -1.4536060
    251   -2.6603048   -0.1366053   -1.5246671
    252   -2.6653073   -0.2108369   -1.4307609
    253   -2.7945449   -0.1947332   -1.2770516
    254   -2.6886752   -0.1602986   -1.2199897
    255   -2.6447415   -0.2955912   -1.3456692
    256   -2.3918159   -1.0981612   -1.4758247
    257   -2.6007736   -0.5577863   -1.4310172
    258   -2.7327805   -0.3118198   -1.3836019
    259   -2.7237558   -0.1636558   -1.2773049
    260   -2.7377548   -0.2077523   -1.2891599
    261   -2.7926295   -0.1972807   -1.2782102
    262   -2.8677759   -0.2258776   -1.2809639
    263   -2.8210995   -0.2420242   -1.0534245
    264   -2.7697158   -0.1998620   -1.3062812
    265   -2.6102707   -0.2049447   -1.1919125
    266   -2.6150398   -0.3136677   -1.3468046
    267   -2.6856842   -0.1786450   -1.3385574
    268   -2.5859866   -0.1108640   -1.5386213
    269   -2.6576364   -0.1950363   -1.5106894
    270   -2.6855283   -0.2247413   -1.4152871
    271   -2.5355461   -0.2755307   -1.5614237
    272   -2.6436100   -0.1969778   -1.4715619
